# TYPE: validation-run
# SEED: 20260915
# PI: 0.6 (estimation_trade cases only)
# DGP: dP_t = c1*Q_t + c2*Q_{t-1} + c3*Q_{t-2}; c1=0.01 c2=-0.004 c3=0.0007; signs Markov chain pi=0.6
# P_1 = P0 + c1*Q_1 anchor; regression uses t>=2
case_type,name,t,P,Q,spread,alpha,beta
estimation_trade,hs3,1593,99.6296000000,-1,,,
estimation_trade,hs3,1594,99.6429000000,1,,,
estimation_trade,hs3,1595,99.6282000000,-1,,,
estimation_trade,hs3,1596,99.6429000000,1,,,
estimation_trade,hs3,1597,99.6482000000,1,,,
estimation_trade,hs3,1598,99.6549000000,1,,,
estimation_trade,hs3,1599,99.6416000000,-1,,,
estimation_trade,hs3,1600,99.6563000000,1,,,
estimation_trade,hs3,1601,99.6616000000,1,,,
estimation_trade,hs3,1602,99.6683000000,1,,,
estimation_trade,hs3,1603,99.6550000000,-1,,,
estimation_trade,hs3,1604,99.6497000000,-1,,,
estimation_trade,hs3,1605,99.6630000000,1,,,
estimation_trade,hs3,1606,99.6683000000,1,,,
estimation_trade,hs3,1607,99.6550000000,-1,,,
estimation_trade,hs3,1608,99.6697000000,1,,,
estimation_trade,hs3,1609,99.6550000000,-1,,,
estimation_trade,hs3,1610,99.6497000000,-1,,,
estimation_trade,hs3,1611,99.6630000000,1,,,
estimation_trade,hs3,1612,99.6683000000,1,,,
estimation_trade,hs3,1613,99.6750000000,1,,,
estimation_trade,hs3,1614,99.6617000000,-1,,,
estimation_trade,hs3,1615,99.6564000000,-1,,,
estimation_trade,hs3,1616,99.6697000000,1,,,
estimation_trade,hs3,1617,99.6550000000,-1,,,
estimation_trade,hs3,1618,99.6497000000,-1,,,
estimation_trade,hs3,1619,99.6630000000,1,,,
estimation_trade,hs3,1620,99.6483000000,-1,,,
estimation_trade,hs3,1621,99.6430000000,-1,,,
estimation_trade,hs3,1622,99.6563000000,1,,,
estimation_trade,hs3,1623,99.6616000000,1,,,
estimation_trade,hs3,1624,99.6483000000,-1,,,
estimation_trade,hs3,1625,99.6630000000,1,,,
estimation_trade,hs3,1626,99.6683000000,1,,,
estimation_trade,hs3,1627,99.6750000000,1,,,
estimation_trade,hs3,1628,99.6617000000,-1,,,
estimation_trade,hs3,1629,99.6764000000,1,,,
estimation_trade,hs3,1630,99.6617000000,-1,,,
estimation_trade,hs3,1631,99.6764000000,1,,,
estimation_trade,hs3,1632,99.6617000000,-1,,,
estimation_trade,hs3,1633,99.6764000000,1,,,
estimation_trade,hs3,1634,99.6617000000,-1,,,
estimation_trade,hs3,1635,99.6764000000,1,,,
estimation_trade,hs3,1636,99.6617000000,-1,,,
estimation_trade,hs3,1637,99.6564000000,-1,,,
estimation_trade,hs3,1638,99.6697000000,1,,,
estimation_trade,hs3,1639,99.6750000000,1,,,
estimation_trade,hs3,1640,99.6617000000,-1,,,
estimation_trade,hs3,1641,99.6764000000,1,,,
estimation_trade,hs3,1642,99.6817000000,1,,,
estimation_trade,hs3,1643,99.6684000000,-1,,,
estimation_trade,hs3,1644,99.6831000000,1,,,
estimation_trade,hs3,1645,99.6884000000,1,,,
estimation_trade,hs3,1646,99.6751000000,-1,,,
estimation_trade,hs3,1647,99.6698000000,-1,,,
estimation_trade,hs3,1648,99.6631000000,-1,,,
estimation_trade,hs3,1649,99.6764000000,1,,,
estimation_trade,hs3,1650,99.6817000000,1,,,
estimation_trade,hs3,1651,99.6684000000,-1,,,
estimation_trade,hs3,1652,99.6831000000,1,,,
estimation_trade,hs3,1653,99.6884000000,1,,,
estimation_trade,hs3,1654,99.6951000000,1,,,
estimation_trade,hs3,1655,99.7018000000,1,,,
estimation_trade,hs3,1656,99.6885000000,-1,,,
estimation_trade,hs3,1657,99.7032000000,1,,,
estimation_trade,hs3,1658,99.6885000000,-1,,,
estimation_trade,hs3,1659,99.7032000000,1,,,
estimation_trade,hs3,1660,99.6885000000,-1,,,
estimation_trade,hs3,1661,99.7032000000,1,,,
estimation_trade,hs3,1662,99.7085000000,1,,,
estimation_trade,hs3,1663,99.7152000000,1,,,
estimation_trade,hs3,1664,99.7219000000,1,,,
estimation_trade,hs3,1665,99.7286000000,1,,,
estimation_trade,hs3,1666,99.7353000000,1,,,
estimation_trade,hs3,1667,99.7420000000,1,,,
estimation_trade,hs3,1668,99.7487000000,1,,,
estimation_trade,hs3,1669,99.7354000000,-1,,,
estimation_trade,hs3,1670,99.7501000000,1,,,
estimation_trade,hs3,1671,99.7554000000,1,,,
estimation_trade,hs3,1672,99.7421000000,-1,,,
estimation_trade,hs3,1673,99.7568000000,1,,,
estimation_trade,hs3,1674,99.7421000000,-1,,,
estimation_trade,hs3,1675,99.7368000000,-1,,,
estimation_trade,hs3,1676,99.7501000000,1,,,
estimation_trade,hs3,1677,99.7554000000,1,,,
estimation_trade,hs3,1678,99.7621000000,1,,,
estimation_trade,hs3,1679,99.7688000000,1,,,
estimation_trade,hs3,1680,99.7755000000,1,,,
estimation_trade,hs3,1681,99.7622000000,-1,,,
estimation_trade,hs3,1682,99.7769000000,1,,,
estimation_trade,hs3,1683,99.7622000000,-1,,,
estimation_trade,hs3,1684,99.7769000000,1,,,
estimation_trade,hs3,1685,99.7622000000,-1,,,
estimation_trade,hs3,1686,99.7569000000,-1,,,
estimation_trade,hs3,1687,99.7502000000,-1,,,
estimation_trade,hs3,1688,99.7435000000,-1,,,
estimation_trade,hs3,1689,99.7368000000,-1,,,
estimation_trade,hs3,1690,99.7501000000,1,,,
estimation_trade,hs3,1691,99.7554000000,1,,,
estimation_trade,hs3,1692,99.7421000000,-1,,,
estimation_trade,hs3,1693,99.7368000000,-1,,,
estimation_trade,hs3,1694,99.7501000000,1,,,
estimation_trade,hs3,1695,99.7554000000,1,,,
estimation_trade,hs3,1696,99.7421000000,-1,,,
estimation_trade,hs3,1697,99.7568000000,1,,,
estimation_trade,hs3,1698,99.7421000000,-1,,,
estimation_trade,hs3,1699,99.7368000000,-1,,,
estimation_trade,hs3,1700,99.7501000000,1,,,
estimation_trade,hs3,1701,99.7354000000,-1,,,
estimation_trade,hs3,1702,99.7301000000,-1,,,
estimation_trade,hs3,1703,99.7234000000,-1,,,
estimation_trade,hs3,1704,99.7167000000,-1,,,
estimation_trade,hs3,1705,99.7100000000,-1,,,
estimation_trade,hs3,1706,99.7233000000,1,,,
estimation_trade,hs3,1707,99.7086000000,-1,,,
estimation_trade,hs3,1708,99.7033000000,-1,,,
estimation_trade,hs3,1709,99.7166000000,1,,,
estimation_trade,hs3,1710,99.7219000000,1,,,
estimation_trade,hs3,1711,99.7086000000,-1,,,
estimation_trade,hs3,1712,99.7033000000,-1,,,
estimation_trade,hs3,1713,99.7166000000,1,,,
estimation_trade,hs3,1714,99.7219000000,1,,,
estimation_trade,hs3,1715,99.7086000000,-1,,,
estimation_trade,hs3,1716,99.7233000000,1,,,
estimation_trade,hs3,1717,99.7286000000,1,,,
estimation_trade,hs3,1718,99.7353000000,1,,,
estimation_trade,hs3,1719,99.7220000000,-1,,,
estimation_trade,hs3,1720,99.7367000000,1,,,
estimation_trade,hs3,1721,99.7220000000,-1,,,
estimation_trade,hs3,1722,99.7367000000,1,,,
estimation_trade,hs3,1723,99.7220000000,-1,,,
estimation_trade,hs3,1724,99.7367000000,1,,,
estimation_trade,hs3,1725,99.7420000000,1,,,
estimation_trade,hs3,1726,99.7487000000,1,,,
estimation_trade,hs3,1727,99.7554000000,1,,,
estimation_trade,hs3,1728,99.7621000000,1,,,
estimation_trade,hs3,1729,99.7488000000,-1,,,
estimation_trade,hs3,1730,99.7635000000,1,,,
estimation_trade,hs3,1731,99.7488000000,-1,,,
estimation_trade,hs3,1732,99.7435000000,-1,,,
estimation_trade,hs3,1733,99.7368000000,-1,,,
estimation_trade,hs3,1734,99.7501000000,1,,,
estimation_trade,hs3,1735,99.7354000000,-1,,,
estimation_trade,hs3,1736,99.7501000000,1,,,
estimation_trade,hs3,1737,99.7354000000,-1,,,
estimation_trade,hs3,1738,99.7301000000,-1,,,
estimation_trade,hs3,1739,99.7234000000,-1,,,
estimation_trade,hs3,1740,99.7167000000,-1,,,
estimation_trade,hs3,1741,99.7100000000,-1,,,
estimation_trade,hs3,1742,99.7233000000,1,,,
estimation_trade,hs3,1743,99.7286000000,1,,,
estimation_trade,hs3,1744,99.7353000000,1,,,
estimation_trade,hs3,1745,99.7220000000,-1,,,
estimation_trade,hs3,1746,99.7367000000,1,,,
estimation_trade,hs3,1747,99.7220000000,-1,,,
estimation_trade,hs3,1748,99.7167000000,-1,,,
estimation_trade,hs3,1749,99.7300000000,1,,,
estimation_trade,hs3,1750,99.7153000000,-1,,,
estimation_trade,hs3,1751,99.7300000000,1,,,
estimation_trade,hs3,1752,99.7353000000,1,,,
estimation_trade,hs3,1753,99.7420000000,1,,,
estimation_trade,hs3,1754,99.7287000000,-1,,,
estimation_trade,hs3,1755,99.7434000000,1,,,
estimation_trade,hs3,1756,99.7287000000,-1,,,
estimation_trade,hs3,1757,99.7234000000,-1,,,
estimation_trade,hs3,1758,99.7367000000,1,,,
estimation_trade,hs3,1759,99.7220000000,-1,,,
estimation_trade,hs3,1760,99.7367000000,1,,,
estimation_trade,hs3,1761,99.7220000000,-1,,,
estimation_trade,hs3,1762,99.7367000000,1,,,
estimation_trade,hs3,1763,99.7420000000,1,,,
estimation_trade,hs3,1764,99.7487000000,1,,,
estimation_trade,hs3,1765,99.7354000000,-1,,,
estimation_trade,hs3,1766,99.7501000000,1,,,
estimation_trade,hs3,1767,99.7354000000,-1,,,
estimation_trade,hs3,1768,99.7501000000,1,,,
estimation_trade,hs3,1769,99.7354000000,-1,,,
estimation_trade,hs3,1770,99.7301000000,-1,,,
estimation_trade,hs3,1771,99.7434000000,1,,,
estimation_trade,hs3,1772,99.7487000000,1,,,
estimation_trade,hs3,1773,99.7554000000,1,,,
estimation_trade,hs3,1774,99.7421000000,-1,,,
estimation_trade,hs3,1775,99.7568000000,1,,,
estimation_trade,hs3,1776,99.7421000000,-1,,,
estimation_trade,hs3,1777,99.7368000000,-1,,,
estimation_trade,hs3,1778,99.7501000000,1,,,
estimation_trade,hs3,1779,99.7354000000,-1,,,
estimation_trade,hs3,1780,99.7501000000,1,,,
estimation_trade,hs3,1781,99.7554000000,1,,,
estimation_trade,hs3,1782,99.7621000000,1,,,
estimation_trade,hs3,1783,99.7488000000,-1,,,
estimation_trade,hs3,1784,99.7435000000,-1,,,
estimation_trade,hs3,1785,99.7568000000,1,,,
estimation_trade,hs3,1786,99.7421000000,-1,,,
estimation_trade,hs3,1787,99.7568000000,1,,,
estimation_trade,hs3,1788,99.7421000000,-1,,,
estimation_trade,hs3,1789,99.7368000000,-1,,,
estimation_trade,hs3,1790,99.7301000000,-1,,,
estimation_trade,hs3,1791,99.7234000000,-1,,,
estimation_trade,hs3,1792,99.7367000000,1,,,
estimation_trade,hs3,1793,99.7420000000,1,,,
estimation_trade,hs3,1794,99.7287000000,-1,,,
estimation_trade,hs3,1795,99.7234000000,-1,,,
estimation_trade,hs3,1796,99.7367000000,1,,,
estimation_trade,hs3,1797,99.7420000000,1,,,
estimation_trade,hs3,1798,99.7487000000,1,,,
estimation_trade,hs3,1799,99.7354000000,-1,,,
estimation_trade,hs3,1800,99.7301000000,-1,,,
estimation_trade,hs3,1801,99.7434000000,1,,,
estimation_trade,hs3,1802,99.7487000000,1,,,
estimation_trade,hs3,1803,99.7354000000,-1,,,
estimation_trade,hs3,1804,99.7301000000,-1,,,
estimation_trade,hs3,1805,99.7234000000,-1,,,
estimation_trade,hs3,1806,99.7167000000,-1,,,
estimation_trade,hs3,1807,99.7300000000,1,,,
estimation_trade,hs3,1808,99.7153000000,-1,,,
estimation_trade,hs3,1809,99.7300000000,1,,,
estimation_trade,hs3,1810,99.7353000000,1,,,
estimation_trade,hs3,1811,99.7220000000,-1,,,
estimation_trade,hs3,1812,99.7367000000,1,,,
estimation_trade,hs3,1813,99.7420000000,1,,,
estimation_trade,hs3,1814,99.7287000000,-1,,,
estimation_trade,hs3,1815,99.7234000000,-1,,,
estimation_trade,hs3,1816,99.7167000000,-1,,,
estimation_trade,hs3,1817,99.7300000000,1,,,
estimation_trade,hs3,1818,99.7153000000,-1,,,
estimation_trade,hs3,1819,99.7100000000,-1,,,
estimation_trade,hs3,1820,99.7033000000,-1,,,
estimation_trade,hs3,1821,99.6966000000,-1,,,
estimation_trade,hs3,1822,99.6899000000,-1,,,
estimation_trade,hs3,1823,99.7032000000,1,,,
estimation_trade,hs3,1824,99.6885000000,-1,,,
estimation_trade,hs3,1825,99.7032000000,1,,,
estimation_trade,hs3,1826,99.6885000000,-1,,,
estimation_trade,hs3,1827,99.7032000000,1,,,
estimation_trade,hs3,1828,99.6885000000,-1,,,
estimation_trade,hs3,1829,99.7032000000,1,,,
estimation_trade,hs3,1830,99.7085000000,1,,,
estimation_trade,hs3,1831,99.6952000000,-1,,,
estimation_trade,hs3,1832,99.6899000000,-1,,,
estimation_trade,hs3,1833,99.7032000000,1,,,
estimation_trade,hs3,1834,99.6885000000,-1,,,
estimation_trade,hs3,1835,99.6832000000,-1,,,
estimation_trade,hs3,1836,99.6765000000,-1,,,
estimation_trade,hs3,1837,99.6898000000,1,,,
estimation_trade,hs3,1838,99.6951000000,1,,,
estimation_trade,hs3,1839,99.7018000000,1,,,
estimation_trade,hs3,1840,99.7085000000,1,,,
estimation_trade,hs3,1841,99.6952000000,-1,,,
estimation_trade,hs3,1842,99.7099000000,1,,,
estimation_trade,hs3,1843,99.7152000000,1,,,
estimation_trade,hs3,1844,99.7019000000,-1,,,
estimation_trade,hs3,1845,99.7166000000,1,,,
estimation_trade,hs3,1846,99.7219000000,1,,,
estimation_trade,hs3,1847,99.7086000000,-1,,,
estimation_trade,hs3,1848,99.7233000000,1,,,
estimation_trade,hs3,1849,99.7086000000,-1,,,
estimation_trade,hs3,1850,99.7233000000,1,,,
estimation_trade,hs3,1851,99.7086000000,-1,,,
estimation_trade,hs3,1852,99.7033000000,-1,,,
estimation_trade,hs3,1853,99.6966000000,-1,,,
estimation_trade,hs3,1854,99.6899000000,-1,,,
estimation_trade,hs3,1855,99.7032000000,1,,,
estimation_trade,hs3,1856,99.7085000000,1,,,
estimation_trade,hs3,1857,99.7152000000,1,,,
estimation_trade,hs3,1858,99.7019000000,-1,,,
estimation_trade,hs3,1859,99.6966000000,-1,,,
estimation_trade,hs3,1860,99.6899000000,-1,,,
estimation_trade,hs3,1861,99.6832000000,-1,,,
estimation_trade,hs3,1862,99.6965000000,1,,,
estimation_trade,hs3,1863,99.6818000000,-1,,,
estimation_trade,hs3,1864,99.6965000000,1,,,
estimation_trade,hs3,1865,99.7018000000,1,,,
estimation_trade,hs3,1866,99.6885000000,-1,,,
estimation_trade,hs3,1867,99.6832000000,-1,,,
estimation_trade,hs3,1868,99.6965000000,1,,,
estimation_trade,hs3,1869,99.6818000000,-1,,,
estimation_trade,hs3,1870,99.6765000000,-1,,,
estimation_trade,hs3,1871,99.6898000000,1,,,
estimation_trade,hs3,1872,99.6751000000,-1,,,
estimation_trade,hs3,1873,99.6698000000,-1,,,
estimation_trade,hs3,1874,99.6831000000,1,,,
estimation_trade,hs3,1875,99.6684000000,-1,,,
estimation_trade,hs3,1876,99.6631000000,-1,,,
estimation_trade,hs3,1877,99.6764000000,1,,,
estimation_trade,hs3,1878,99.6617000000,-1,,,
estimation_trade,hs3,1879,99.6564000000,-1,,,
estimation_trade,hs3,1880,99.6697000000,1,,,
estimation_trade,hs3,1881,99.6750000000,1,,,
estimation_trade,hs3,1882,99.6617000000,-1,,,
estimation_trade,hs3,1883,99.6564000000,-1,,,
estimation_trade,hs3,1884,99.6697000000,1,,,
estimation_trade,hs3,1885,99.6550000000,-1,,,
estimation_trade,hs3,1886,99.6697000000,1,,,
estimation_trade,hs3,1887,99.6750000000,1,,,
estimation_trade,hs3,1888,99.6617000000,-1,,,
estimation_trade,hs3,1889,99.6564000000,-1,,,
estimation_trade,hs3,1890,99.6497000000,-1,,,
estimation_trade,hs3,1891,99.6430000000,-1,,,
estimation_trade,hs3,1892,99.6563000000,1,,,
estimation_trade,hs3,1893,99.6616000000,1,,,
estimation_trade,hs3,1894,99.6683000000,1,,,
estimation_trade,hs3,1895,99.6550000000,-1,,,
estimation_trade,hs3,1896,99.6697000000,1,,,
estimation_trade,hs3,1897,99.6750000000,1,,,
estimation_trade,hs3,1898,99.6817000000,1,,,
estimation_trade,hs3,1899,99.6884000000,1,,,
estimation_trade,hs3,1900,99.6751000000,-1,,,
estimation_trade,hs3,1901,99.6898000000,1,,,
estimation_trade,hs3,1902,99.6951000000,1,,,
estimation_trade,hs3,1903,99.6818000000,-1,,,
estimation_trade,hs3,1904,99.6965000000,1,,,
estimation_trade,hs3,1905,99.6818000000,-1,,,
estimation_trade,hs3,1906,99.6965000000,1,,,
estimation_trade,hs3,1907,99.7018000000,1,,,
estimation_trade,hs3,1908,99.6885000000,-1,,,
estimation_trade,hs3,1909,99.7032000000,1,,,
estimation_trade,hs3,1910,99.7085000000,1,,,
estimation_trade,hs3,1911,99.6952000000,-1,,,
estimation_trade,hs3,1912,99.7099000000,1,,,
estimation_trade,hs3,1913,99.6952000000,-1,,,
estimation_trade,hs3,1914,99.6899000000,-1,,,
estimation_trade,hs3,1915,99.7032000000,1,,,
estimation_trade,hs3,1916,99.6885000000,-1,,,
estimation_trade,hs3,1917,99.6832000000,-1,,,
estimation_trade,hs3,1918,99.6965000000,1,,,
estimation_trade,hs3,1919,99.6818000000,-1,,,
estimation_trade,hs3,1920,99.6965000000,1,,,
estimation_trade,hs3,1921,99.6818000000,-1,,,
estimation_trade,hs3,1922,99.6765000000,-1,,,
estimation_trade,hs3,1923,99.6898000000,1,,,
estimation_trade,hs3,1924,99.6751000000,-1,,,
estimation_trade,hs3,1925,99.6898000000,1,,,
estimation_trade,hs3,1926,99.6751000000,-1,,,
estimation_trade,hs3,1927,99.6698000000,-1,,,
estimation_trade,hs3,1928,99.6831000000,1,,,
estimation_trade,hs3,1929,99.6884000000,1,,,
estimation_trade,hs3,1930,99.6951000000,1,,,
estimation_trade,hs3,1931,99.6818000000,-1,,,
estimation_trade,hs3,1932,99.6965000000,1,,,
estimation_trade,hs3,1933,99.6818000000,-1,,,
estimation_trade,hs3,1934,99.6765000000,-1,,,
estimation_trade,hs3,1935,99.6698000000,-1,,,
estimation_trade,hs3,1936,99.6831000000,1,,,
estimation_trade,hs3,1937,99.6684000000,-1,,,
estimation_trade,hs3,1938,99.6831000000,1,,,
estimation_trade,hs3,1939,99.6684000000,-1,,,
estimation_trade,hs3,1940,99.6831000000,1,,,
estimation_trade,hs3,1941,99.6684000000,-1,,,
estimation_trade,hs3,1942,99.6831000000,1,,,
estimation_trade,hs3,1943,99.6684000000,-1,,,
estimation_trade,hs3,1944,99.6631000000,-1,,,
estimation_trade,hs3,1945,99.6764000000,1,,,
estimation_trade,hs3,1946,99.6617000000,-1,,,
estimation_trade,hs3,1947,99.6564000000,-1,,,
estimation_trade,hs3,1948,99.6497000000,-1,,,
estimation_trade,hs3,1949,99.6630000000,1,,,
estimation_trade,hs3,1950,99.6483000000,-1,,,
estimation_trade,hs3,1951,99.6630000000,1,,,
estimation_trade,hs3,1952,99.6683000000,1,,,
estimation_trade,hs3,1953,99.6750000000,1,,,
estimation_trade,hs3,1954,99.6817000000,1,,,
estimation_trade,hs3,1955,99.6684000000,-1,,,
estimation_trade,hs3,1956,99.6631000000,-1,,,
estimation_trade,hs3,1957,99.6764000000,1,,,
estimation_trade,hs3,1958,99.6617000000,-1,,,
estimation_trade,hs3,1959,99.6764000000,1,,,
estimation_trade,hs3,1960,99.6617000000,-1,,,
estimation_trade,hs3,1961,99.6564000000,-1,,,
estimation_trade,hs3,1962,99.6697000000,1,,,
estimation_trade,hs3,1963,99.6550000000,-1,,,
estimation_trade,hs3,1964,99.6697000000,1,,,
estimation_trade,hs3,1965,99.6550000000,-1,,,
estimation_trade,hs3,1966,99.6697000000,1,,,
estimation_trade,hs3,1967,99.6550000000,-1,,,
estimation_trade,hs3,1968,99.6497000000,-1,,,
estimation_trade,hs3,1969,99.6630000000,1,,,
estimation_trade,hs3,1970,99.6683000000,1,,,
estimation_trade,hs3,1971,99.6750000000,1,,,
estimation_trade,hs3,1972,99.6617000000,-1,,,
estimation_trade,hs3,1973,99.6764000000,1,,,
estimation_trade,hs3,1974,99.6817000000,1,,,
estimation_trade,hs3,1975,99.6684000000,-1,,,
estimation_trade,hs3,1976,99.6831000000,1,,,
estimation_trade,hs3,1977,99.6684000000,-1,,,
estimation_trade,hs3,1978,99.6831000000,1,,,
estimation_trade,hs3,1979,99.6884000000,1,,,
estimation_trade,hs3,1980,99.6951000000,1,,,
estimation_trade,hs3,1981,99.6818000000,-1,,,
estimation_trade,hs3,1982,99.6965000000,1,,,
estimation_trade,hs3,1983,99.6818000000,-1,,,
estimation_trade,hs3,1984,99.6765000000,-1,,,
estimation_trade,hs3,1985,99.6898000000,1,,,
estimation_trade,hs3,1986,99.6951000000,1,,,
estimation_trade,hs3,1987,99.7018000000,1,,,
estimation_trade,hs3,1988,99.7085000000,1,,,
estimation_trade,hs3,1989,99.6952000000,-1,,,
estimation_trade,hs3,1990,99.6899000000,-1,,,
estimation_trade,hs3,1991,99.6832000000,-1,,,
estimation_trade,hs3,1992,99.6965000000,1,,,
estimation_trade,hs3,1993,99.6818000000,-1,,,
estimation_trade,hs3,1994,99.6965000000,1,,,
estimation_trade,hs3,1995,99.7018000000,1,,,
estimation_trade,hs3,1996,99.6885000000,-1,,,
estimation_trade,hs3,1997,99.6832000000,-1,,,
estimation_trade,hs3,1998,99.6965000000,1,,,
estimation_trade,hs3,1999,99.7018000000,1,,,
estimation_trade,hs3,2000,99.6885000000,-1,,,
